0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68	72	76
39	214	404	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
41	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
42	43	221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	45	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	44	270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
45	49	327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	47	214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	192	389	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
48	46	188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	174	356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50	50	252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50	50	418	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
51	51	247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53	55	215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54	175	329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54	175	435	53	52	422	289	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
55	54	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	56	227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	61	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	59	260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61	58	319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
62	171	305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	178	320	60	61	349	72	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	178	445	61	60	488	371	238	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	178	445	61	60	488	371	421	222	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	60	190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
65	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	179	376	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	66	308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	65	216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	70	330	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	67	358	70	69	521	358	255	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	67	358	70	69	521	450	328	79	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	64	253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	72	321	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	71	298	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	68	192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	180	357	63	63	560	421	301	58	61	56	56	411	NA	NA	NA	NA	NA	NA	NA
76	180	357	63	63	560	421	301	69	70	69	295	527	NA	NA	NA	NA	NA	NA	NA
77	75	289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	75	425	72	73	435	312	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	74	229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	69	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	76	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	80	349	76	77	408	230	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	80	349	76	77	408	456	329	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	79	309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	86	272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	82	310	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	87	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	88	299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	88	461	80	81	553	436	331	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	88	461	80	81	553	569	454	278	103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	81	254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	84	231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	93	261	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	83	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	92	290	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	90	342	81	83	442	372	250	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	90	342	81	83	442	578	495	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
93	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	186	366	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95	172	315	85	93	542	405	290	95	227	98	312	523	NA	NA	NA	NA	NA	NA	NA
96	101	280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	101	410	97	108	423	442	311	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97	194	385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	96	262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	100	300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100	95	232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
101	98	222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	99	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	103	281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	102	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	168	344	98	110	372	362	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	168	344	98	110	372	362	438	248	120	117	116	343	NA	NA	NA	NA	NA	NA	NA
107	168	344	98	110	372	362	438	248	120	124	124	244	NA	NA	NA	NA	NA	NA	NA
109	104	200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	110	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	109	345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	114	324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	117	335	110	126	472	363	227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	117	362	115	130	374	270	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	117	362	115	130	374	415	287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	112	223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	187	316	109	116	398	291	132	122	123	123	121	NA	NA	NA	NA	NA	NA	NA	NA
115	187	316	109	116	398	486	358	225	131	132	129	141	124	133	NA	NA	NA	NA	NA
116	113	194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	115	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	119	332	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
119	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120	121	181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
121	125	291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
122	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
123	176	367	126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124	126	263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124	126	333	119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
125	127	234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
126	129	255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
127	128	282	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
128	130	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
129	134	336	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130	131	240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	133	242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	132	241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	135	274	128	144	555	488	408	245	170	171	270	253	168	174	179	188	177	182	176
133	135	274	128	144	555	488	408	245	170	171	270	253	168	174	179	188	177	182	180
133	135	274	128	144	555	488	408	245	170	171	270	253	168	174	185	193	182	NA	NA
133	135	274	128	144	555	488	408	245	170	369	483	804	253	232	260	175	168	172	167
133	135	274	128	144	555	488	408	245	170	369	483	804	253	380	422	256	329	181	227
133	135	274	128	144	555	488	408	245	170	369	483	804	253	380	422	256	329	242	278
133	135	274	128	144	555	529	406	285	258	250	334	589	160	167	170	177	170	NA	NA
134	212	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
135	137	243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
135	137	413	134	155	613	572	464	336	346	332	424	615	175	182	192	NA	NA	NA	NA
135	137	413	134	155	613	572	464	336	346	332	424	615	175	182	283	197	189	192	NA
135	137	413	134	155	613	572	464	336	346	332	424	615	175	182	283	197	257	179	178
135	137	413	134	155	613	572	464	336	346	332	424	615	175	182	283	197	286	189	188
135	137	413	134	155	613	572	464	336	346	332	424	787	NA	NA	NA	NA	NA	NA	NA
135	137	413	134	155	613	599	511	381	300	284	410	650	176	176	180	189	181	183	179
135	137	413	134	155	613	599	511	381	300	284	410	650	176	185	NA	NA	NA	NA	NA
136	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
137	136	292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
139	138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
140	189	364	139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	145	352	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	226	405	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
143	226	405	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
144	142	178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
145	148	275	145	162	517	461	391	185	194	198	206	298	NA	NA	NA	NA	NA	NA	NA
145	148	275	145	162	517	461	391	185	194	198	264	425	NA	NA	NA	NA	NA	NA	NA
145	148	275	145	162	517	474	370	186	195	199	201	346	NA	NA	NA	NA	NA	NA	NA
145	148	275	145	162	517	474	370	419	348	303	411	661	NA	NA	NA	NA	NA	NA	NA
147	147	224	144	159	478	390	283	177	184	234	281	591	187	194	202	205	201	200	201
147	147	224	144	159	478	390	283	177	184	234	281	854	340	440	512	412	513	460	406
147	147	224	144	159	478	390	518	409	472	518	721	1037	494	642	737	580	691	591	526
147	147	224	144	159	478	390	518	409	472	518	721	1037	494	642	737	710	858	724	735
147	147	224	144	159	478	390	518	409	472	518	721	1097	585	673	776	641	776	659	663
147	147	224	144	159	478	390	518	409	472	518	721	1097	585	673	776	641	776	717	702
147	147	224	144	159	478	390	518	409	472	518	721	1097	585	857	957	879	1017	892	885
147	147	224	144	159	478	390	518	409	472	518	721	1097	585	857	957	879	1017	939	946
148	151	217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	219	387	146	163	473	438	312	188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	153	312	151	168	579	531	435	348	260	245	384	718	208	212	221	220	210	NA	NA
151	153	312	151	168	579	531	435	348	534	568	771	1093	483	568	729	529	622	NA	NA
151	153	312	151	168	579	531	435	348	534	568	771	1093	496	556	639	502	NA	NA	NA
151	153	312	151	168	579	656	582	495	496	454	650	910	212	273	315	257	281	212	209
151	153	312	151	168	579	656	582	495	496	454	650	910	415	498	556	436	484	284	280
151	153	312	151	168	579	656	582	495	496	454	650	910	415	498	556	436	551	413	418
151	153	312	151	168	579	656	582	495	496	643	868	1182	590	NA	NA	NA	NA	NA	NA
151	153	312	151	168	579	656	582	495	496	643	868	1182	599	658	847	714	NA	NA	NA
152	233	264	154	172	512	455	371	235	289	362	599	969	507	534	NA	NA	NA	NA	NA
152	233	264	154	172	512	455	371	437	511	559	804	1203	678	703	NA	NA	NA	NA	NA
152	233	264	154	172	512	455	371	437	511	559	804	1333	NA	NA	NA	NA	NA	NA	NA
152	233	503	261	217	692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
152	233	503	261	217	730	697	643	554	535	644	923	NA	NA	NA	NA	NA	NA	NA	NA
152	233	503	261	217	730	697	643	554	723	827	1082	1519	952	NA	NA	NA	NA	NA	NA
152	233	503	261	217	730	697	643	554	723	827	1200	1604	1048	NA	NA	NA	NA	NA	NA
152	233	503	261	217	823	698	682	608	608	709	1086	NA	NA	NA	NA	NA	NA	NA	NA
152	233	503	261	217	823	698	682	608	861	980	1258	1695	NA	NA	NA	NA	NA	NA	NA
153	156	195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
154	157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
155	158	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
155	158	406	160	179	557	504	436	497	571	679	989	NA	NA	NA	NA	NA	NA	NA	NA
155	158	406	160	179	761	689	649	482	544	783	NA	NA	NA	NA	NA	NA	NA	NA	NA
155	158	406	160	179	761	689	649	716	799	927	NA	NA	NA	NA	NA	NA	NA	NA	NA
157	159	294	157	177	568	545	498	355	379	413	651	992	422	387	NA	NA	NA	NA	NA
157	159	294	157	177	568	545	498	355	379	413	651	992	422	502	NA	NA	NA	NA	NA
157	159	294	157	177	568	545	498	457	485	509	710	1022	423	NA	NA	NA	NA	NA	NA
157	159	294	157	177	568	545	498	457	485	622	NA	NA	NA	NA	NA	NA	NA	NA	NA
158	161	196	158	176	549	562	519	356	290	271	396	NA	NA	NA	NA	NA	NA	NA	NA
158	161	196	158	176	549	562	519	356	290	271	439	710	229	NA	NA	NA	NA	NA	NA
158	161	196	158	176	549	562	519	585	559	569	772	NA	NA	NA	NA	NA	NA	NA	NA
159	162	276	159	178	550	555	499	406	394	462	571	NA	NA	NA	NA	NA	NA	NA	NA
159	162	276	159	178	550	555	499	406	461	404	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	163	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
161	164	265	162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	165	175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
163	167	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	120	351	113	125	439	332	243	129	137	136	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	120	351	113	125	439	332	243	145	147	145	144	162	NA	NA	NA	NA	NA	NA	NA
164	120	394	108	122	491	406	302	128	129	128	127	150	NA	NA	NA	NA	NA	NA	NA
165	169	328	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
165	170	334	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	208	399	94	106	438	328	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	208	399	94	106	620	526	430	214	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166	263	455	174	95	509	470	316	107	107	107	104	120	NA	NA	NA	NA	NA	NA	NA
166	263	455	174	95	509	470	575	416	323	244	285	448	NA	NA	NA	NA	NA	NA	NA
166	263	455	174	95	509	470	575	416	323	318	380	560	NA	NA	NA	NA	NA	NA	NA
166	263	455	174	95	653	604	515	316	109	110	108	274	NA	NA	NA	NA	NA	NA	NA
166	263	455	174	95	653	604	515	316	109	110	108	286	NA	NA	NA	NA	NA	NA	NA
166	263	455	174	95	653	604	515	316	398	344	399	582	NA	NA	NA	NA	NA	NA	NA
167	211	392	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
168	173	346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	184	251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	184	432	36	31	416	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	184	432	36	31	416	337	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	222	409	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	249	436	58	57	602	491	366	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	249	514	189	46	552	428	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	249	514	189	46	552	428	401	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	203	379	105	118	470	423	138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	203	379	105	118	470	423	386	218	138	139	135	151	NA	NA	NA	NA	NA	NA	NA
173	166	283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	181	313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	182	354	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	183	355	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
176	225	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	228	426	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	108	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	215	393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	5	250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	5	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181	240	438	74	75	534	512	462	593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
182	85	230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
182	234	377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	223	390	91	98	389	265	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	223	501	175	105	522	413	282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	144	337	136	157	586	542	457	302	187	190	271	500	NA	NA	NA	NA	NA	NA	NA
184	144	337	136	157	586	542	457	302	266	285	354	509	NA	NA	NA	NA	NA	NA	NA
184	144	337	136	157	586	542	457	302	266	285	354	651	185	188	NA	NA	NA	NA	NA
184	326	489	224	216	691	661	568	393	357	322	485	716	191	197	206	212	205	206	206
